Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0008201~heparin binding	27	3.765690376569038	3.9425043481120066E-10	FMOD, FGF7, LTBP2, FGF10, POSTN, ABI3BP, PCOLCE, SMOC2, OGN, CTGF, CRISPLD2, CFH, LTF, PTN, GPNMB, THBS2, SELP, FBN1, CCDC80, SLIT2, NDNF, SLIT3, PRELP, SFRP1, TGFBR3, ADAMTS1, ADAMTS5	646	160	16881	4.4097039473684205	3.035727698108559E-7	3.035727698108559E-7	6.021365184238903E-7
GOTERM_MF_DIRECT	GO:0005515~protein binding	400	55.78800557880056	1.9104069612344378E-7	MEF2C, A2M, XRCC2, LTBP1, LTBP2, MASP1, LTBP4, RORB, MYLIP, PGR, OGN, MALL, CTGF, FAP, CDCA5, CCNA2, CDCA3, PTPRG, CRYAB, SKP2, SERPING1, GEM, NCAPD3, NCAPD2, THY1, TAGLN, SGO1, SPAG5, ZWINT, JUN, KIAA1524, PMP22, ADAMTS5, IL1R1, KIF4A, MYBL2, PPP1R3C, NCAPG2, TCF4, MKI67, IL1RN, TGFBR2, NUF2, NDC80, SPDL1, GAS6, TRPS1, PARPBP, PCNA, TGFBR3, DEPTOR, FCGBP, CD200, FGF7, EZH2, CCNE2, MTHFD1, SMPDL3A, GUCY1A3, CEACAM6, SERPINA1, DPP4, CDC7, CDC6, AR, TPX2, CLIC2, ELMO1, FANCD2, RRM2, EIF4A2, RRM1, PLXDC2, CYBRD1, SPRR3, VCAN, ALOX12, C3, FHL1, PCOLCE, SORBS1, COL6A2, BUB1, ZNF750, ARMCX1, FEN1, TRIP13, SELP, SHMT2, HIST1H2BF, IGF1, CCNB1, CCNB2, LRP1, TFRC, DUSP1, PLN, AMOT, MPPED2, PRC1, LMO3, KNTC1, TGFB3, KANK2, CDKN2A, ANK2, SPON1, STK26, MGP, TACC3, TMEM106C, RBPMS, TIMELESS, COL1A1, STMN1, MFAP4, LRRK2, SLC40A1, PAM, NOSTRIN, IL33, TIMP2, MEIS1, TIMP3, POLE2, TEK, TFF3, ASF1B, PLEKHS1, HELLS, ERCC6L, MRC1, GINS2, SYT11, GINS4, BRIP1, DNA2, LYVE1, PLK4, CXCL14, PLK1, DSG1, HIST1H3B, MYH11, HIST1H3G, HIST1H3H, RHOJ, KIF23, E2F7, SDC2, KIF2C, WARS, CDC45, SPRY1, OSR2, DES, PCP4, KIF14, CDK1, KIF15, ESR1, NUSAP1, PBK, SLC7A11, CDK2, SASS6, TXNRD1, JAM2, JAM3, PMEPA1, DCN, TSPYL5, PLPP3, FAM13C, SCNN1B, GPNMB, HBB, EXO1, PLP1, RNASE1, FLT1, OLR1, FBN1, C1ORF21, MAL, DPYSL3, SMC2, CDC25A, SMC4, DSC2, MOCOS, RARRES2, S100A8, S100A9, AURKA, POSTN, AURKB, PTTG1, LPAR1, PRKG1, APOD, CHRNA5, CFH, H2AFZ, MATN2, F10, EMX2, DEPDC1, SCEL, RFC3, UHRF1, CRCT1, RFC4, MAD2L1, KRT17, RFC2, PDGFRA, ADGRA2, SCGB2A2, LMNB1, TICRR, NEK2, IFI30, IGF2BP1, CHEK1, IGF2BP3, CD69, SKA3, WDHD1, POLQ, ST6GAL1, FAM111B, CDC20, TKT, S100A14, ECM1, KDR, SEMA6A, CCT5, LAMA4, EPS8, SFRP1, SFRP4, AGR2, CLSPN, SLC15A2, GJA1, ZEB2, MTFR2, SPINK7, CDT1, EDNRA, FANCI, FANCA, TOP2A, ZFP36, KCNMA1, ARRDC4, SLIT2, RAD51, CD163, CDR1, PTGDS, COL3A1, KIT, ZBTB16, HPRT1, HMMR, NCAPH, NCAPG, FAT4, ABCD2, ZWILCH, THBS2, DLGAP5, GMNN, SYNPO2, MAPK10, CDKN3, PROM1, C4ORF46, KNL1, FBLN5, KIF20B, KIF20A, STIL, SNCAIP, TTK, FGF10, MCM10, MMRN1, MMP2, GSTM5, PTGIS, ORC6, PDGFC, NQO1, ORC1, MMS22L, DTL, MOXD1, TNS2, TNS1, EMP1, TSHZ3, BLM, ADCYAP1R1, CLU, GREM1, SPC25, LAPTM5, PPL, NDRG2, ENTPD1, CFLAR, BRCA2, BRCA1, PRICKLE1, ANTXR2, MUC5B, MYLK, MLPH, IGFBP7, SLC5A1, SORL1, MRVI1, BORA, SULT2B1, HIST2H4A, DDR2, HIST2H4B, FOS, MCM8, MCM7, CD93, GSN, LTF, CALCRL, SHC3, AKT3, TUBA1C, EGR1, GPRASP1, RUNX1T1, LDB2, MCM2, UBE2C, MCM3, MCM4, ECT2, MCM5, MCM6, TARS, CTSK, CTH, EYA1, SLPI, BUB1B, KPNA2, MELK, AOC3, SHCBP1, CKS1B, KRT6A, KRT6B, FOXM1, LUM, KIAA0101, C1R, C1S, SPRR2E, CEP55, HJURP, SPRR2A, KRT1, TGM2, KRT4, CNN1, PIK3R1, CENPO, TXNIP, CENPL, RAD51AP1, KIF18A, CENPF, CENPE, SPARC, KNSTRN, CENPK, RACGAP1, NUP155, CENPI, VWF, PRLR, SPRR1A, PECAM1, CKS2, CENPU, BMPR1B, IGFBP5	646	8785	16881	1.1898271575352726	1.4709053121464422E-4	7.354797025926896E-5	2.9177502648414233E-4
GOTERM_MF_DIRECT	GO:0005518~collagen binding	14	1.9525801952580195	3.236595050175331E-7	ASPN, ITGA9, VWF, CTSK, COL14A1, PODN, SPARCL1, LUM, NID1, DCN, SPARC, DDR2, ABI3BP, PCOLCE	646	60	16881	6.097368421052632	2.4918680697050277E-4	8.306916928602082E-5	4.943222735365183E-4
GOTERM_MF_DIRECT	GO:0005178~integrin binding	18	2.510460251046025	4.5541135980924144E-7	LTBP4, COL3A1, FBN1, IGF1, MFGE8, TIMP2, PLPP3, KDR, THY1, VWF, FBLN1, LAMB2, CTGF, FAP, FBLN5, GPNMB, JAM3, ADAMTS5	646	105	16881	4.4796992481203	3.5060535050412955E-4	8.766286411898694E-5	6.955450517098782E-4
GOTERM_MF_DIRECT	GO:0005201~extracellular matrix structural constituent	14	1.9525801952580195	1.2427735162136777E-6	LAMA4, FBLN1, BGN, COL14A1, FBLN2, LUM, COL3A1, FBN1, MGP, VCAN, COL1A1, COL5A2, MUC5B, PRELP	646	67	16881	5.460329929300864	9.564784846740615E-4	1.913689270519603E-4	0.0018980644506338962
GOTERM_MF_DIRECT	GO:0002020~protease binding	17	2.3709902370990235	1.336127590799902E-6	CFLAR, A2M, IL1R1, BRCA2, KIT, TIMP2, ECM1, TIMP3, LCN2, VWF, LRP1, FAP, SERPINA1, SERPINB4, SERPINB3, CSTA, DPP4	646	101	16881	4.398384575299635	0.0010282898794760076	1.714551219277327E-4	0.0020406410009110587
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	55	7.670850767085077	1.5177253962775897E-6	ASPN, LTBP1, LTBP2, S100A8, MASP1, LTBP3, LTBP4, S100A9, MMRN1, EFHD1, CD93, SLC24A3, GSN, MATN2, F10, PCDHB5, SPARCL1, PCDHB4, MGP, MAN1A1, SLIT2, SLIT3, VCAN, MELK, AOC3, PAM, ENPP2, CD248, PAMR1, C1R, C1S, CRNN, SMOC2, CD69, FAT4, TGM3, THBS2, SYT11, FBN1, NID1, SPARC, S100A14, GAS6, PCDH18, FBLN1, LRP1, SNED1, SULF2, DSG2, FBLN2, FBLN5, DSG1, DSC2, ADGRL4, CDH11	646	717	16881	2.0045144241356527	0.0011679668371321617	1.6693598491712702E-4	0.002317988700550888
GOTERM_MF_DIRECT	GO:0005524~ATP binding	91	12.691771269177126	9.146584325550037E-6	KIF23, KIFC1, XRCC2, TTK, AURKA, AURKB, PRKG1, ACSS3, DDR2, MTHFD1, WARS, ACTG2, KIF2C, MCM8, MCM7, MASTL, TOP2A, ORC1, AKT3, KIF14, CDC7, CDK1, CDC6, KIF11, ACTA2, KIF15, STK26, TPX2, MCM2, PBK, MCM3, UBE2C, MCM4, MCM5, CDK2, MCM6, RAD51, TARS, RFC4, RFC2, EIF4A2, RRM1, PDGFRA, BUB1B, LRRK2, SLC27A2, UBE2S, UBE2T, MELK, ABCA8, KIF4A, ABCA9, BLM, NEK2, CHEK1, KIT, ABCA6, IRAK3, TEK, ABCD2, TGM2, BUB1, ENTPD1, POLQ, HELLS, DCLK1, TRIP13, ERCC6L, FLT1, MKI67, PDK4, TGFBR2, KIF18A, BRIP1, ATAD2, CENPE, ATAD5, MAPK10, SMC2, SMC4, KDR, DNA2, ABCC9, CCT5, PLK4, PLK1, KIF20B, MYH11, BMPR1B, MYLK, KIF20A	646	1495	16881	1.5906178489702516	0.007018159026587645	8.799753618945472E-4	0.01396861706576269
GOTERM_MF_DIRECT	GO:0043142~single-stranded DNA-dependent ATPase activity	6	0.8368200836820083	1.7223028088261542E-5	DNA2, RFC3, RFC4, RFC2, POLQ, RAD51	646	10	16881	15.678947368421053	0.013174295011262882	0.0014724533011838403	0.026301404954121033
GOTERM_MF_DIRECT	GO:0005198~structural molecule activity	25	3.486750348675035	2.7738882728999418E-5	PLP1, KRT6A, LMNB1, LCE3D, KRT13, SPRR2G, SPRR2F, SPRR2E, KRT23, LAMA2, DES, CRCT1, PGM5, LAMB2, KRT17, SPRR1A, SPRR1B, SPRR2A, SPRR2B, KRT78, KRT1, SPRR3, KRT4, CSTA, TUBA1C	646	247	16881	2.6448966545919457	0.021132742902278623	0.0021336441327440836	0.04235706035788933
