Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0031012~extracellular matrix	65	9.06555090655509	1.4414112307068865E-30	ASPN, AEBP1, RARRES2, LTBP1, LTBP2, LTBP3, IGFBP7, LTBP4, S100A9, TGFB3, FGF10, POSTN, HIST2H4A, MMRN1, MMP2, HIST2H4B, OGN, CD93, SBSN, SPON1, MATN2, CILP, MGP, MFGE8, NDNF, PRELP, ADAMTS9, BGN, SLPI, VCAN, CSTA, COL1A1, MFAP4, FMOD, TNC, LUM, CLU, COL3A1, DCN, TIMP2, TIMP3, PCOLCE, ABI3BP, LAMB2, COL6A3, KRT1, TGM2, COL6A2, COL6A1, THBS2, DPT, FBN1, NID1, ECM1, COL5A2, LAMA2, VWF, LAMA4, FBLN1, COL14A1, SFRP1, FBLN2, FBLN5, THSD4, DSG1	694	296	18224	5.766414829815406	6.500764650488058E-28	6.500764650488058E-28	2.0455741368911227E-27
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	213	29.707112970711297	5.144578872812335E-25	A2M, RARRES2, GDA, LTBP2, S100A8, LTBP3, LTBP4, S100A9, OGN, ACTG2, APOD, PLOD2, SBSN, CFH, H2AFZ, CFD, PI16, PI15, CRISP3, CLCA4, PTPRG, CRYAB, KRT13, SERPING1, COLEC12, SCEL, PRELP, THY1, RHCG, KRT17, TMPRSS11D, TMPRSS11B, WFDC2, SEMA5A, LAMB2, UPK1A, FGL2, IGKC, ST6GAL1, IL1RN, GGH, TKT, S100A14, ECM1, GAS6, LAMA2, CCT5, LAMA4, COL14A1, SFRP1, EPS8, PI3, PCNA, TGFBR3, FCGBP, ZNF486, SLC15A2, GREB1, GJA1, ANPEP, SPINK5, MTHFD1, EFHD1, NCCRP1, SAA2, SMPDL3A, SERPINA1, CEACAM5, NT5E, DPP4, KCNMA1, GEN1, ACTA2, HIST1H1B, SLIT2, BGN, PTGDS, RRM1, PLXDC2, CYBRD1, SPRR3, SERPINB4, SERPINB3, SLC27A2, ALOX12, HIST1H2AB, C7, C3, JCHAIN, HPRT1, PCOLCE, CRISPLD2, FAT4, COL6A3, COL6A2, COL6A1, FLRT2, SHMT2, TRHDE, HIST1H2BF, NID1, PROM1, FBLN1, TFRC, KNL1, FBLN2, FBLN5, CNFN, CP, PSAT1, HPGD, CDH11, SLC44A4, KIAA1324, IQGAP2, SLC7A5, CXCL12, SLC16A1, PDGFC, PDGFD, NQO1, SPARCL1, STK26, MGP, MRGPRF, MFGE8, NCAM1, CSTA, STMN1, LRRK2, MFAP4, PAM, BPIFB1, CLU, TIMP2, TIMP3, PPL, TFF3, NDRG2, ENTPD1, ANGPTL2, SLC6A14, ATAD2, THSD7A, LCN2, LYVE1, OMD, DSG2, THSD4, DSG1, HIST1H3B, MYH11, HIST1H3G, MUC5B, HIST1H3H, MYLK, RHOJ, AEBP1, MLPH, SLC5A1, IGFBP7, SORL1, SULT2B1, HIST2H4A, DDR2, HIST2H4B, WARS, DES, GSN, LTF, CDK1, CILP, MAN1A1, PIGR, TARS, CTH, SLPI, TXNRD1, KRT6A, KRT6B, CPQ, LUM, CD248, C1R, C1S, CRNN, PLPP1, PLPP3, ALDH1A1, ISLR, KRT1, TGM2, TGM3, SCNN1B, HBB, DPT, RNASE1, OLR1, MUC21, FBN1, RACGAP1, SMC2, A2ML1, SH3BGRL, VWF, SNED1, SPRR1B, AKR1B1, KRT78, PECAM1, SLC5A8, SH3BGRL2, DSC2	694	2811	18224	1.98977052891225	2.3202050716383633E-22	1.1601025358191816E-22	7.30091264951535E-22
GOTERM_CC_DIRECT	GO:0005615~extracellular space	132	18.410041841004183	2.566070565086323E-24	S100A8, LTBP2, MASP1, LTBP4, S100A9, TGFB3, FGF10, POSTN, MMP2, CXCL12, ACTG2, OGN, PTGIS, APOD, CTGF, FAP, CFH, CPA3, PDGFC, PDGFD, CFD, SPON1, CRISP3, PTPRG, SPARCL1, C10ORF99, SERPING1, PKHD1L1, MFGE8, TCN1, PRELP, SCGB2A1, ADAMTS9, SCGB1D2, COL1A1, CSTA, LRRK2, WFDC2, ADAMTS5, IL36A, PAM, BPIFB1, PODN, ENPP2, CLU, CHEK1, IL33, TIMP2, GREM1, NRN1, TIMP3, ABI3BP, TFF3, IGKC, ANGPTL2, PLTP, IL1RN, GGH, ECM1, GAS6, LCN2, OMD, COL14A1, CXCL14, SFRP1, SFRP4, TGFBR3, AGR2, MUC5B, AEBP1, IGFBP7, SORL1, LRRC17, ANPEP, MTHFD2, SAA2, GSN, SMPDL3A, CEACAM6, LTF, SERPINA1, ACTA2, CILP, PIGR, SLIT2, SLIT3, CTSK, PTGDS, CTSO, CPXM1, SLPI, VCAN, SERPINB4, SERPINB3, JAM3, FMOD, C3, TNC, LUM, CPQ, COL3A1, PLBD1, JCHAIN, DCN, KIT, PCOLCE, COL6A3, KRT1, COL6A2, PTN, DPT, SELP, FLRT2, FLT1, HIST1H2BF, FBN1, IGF1, DPYSL3, SPARC, FRZB, A2ML1, PROM1, SH3BGRL, FBLN1, TFRC, SULF2, FBLN5, AKR1B1, KRT78, PECAM1, CP, IGFBP4	694	1347	18224	2.573300899212467	1.1572978248539317E-21	3.857659416179773E-22	3.641630833418684E-21
GOTERM_CC_DIRECT	GO:0005578~proteinaceous extracellular matrix	51	7.112970711297072	4.162980512243332E-21	ASPN, LTBP1, LTBP2, LTBP4, POSTN, MMP2, OGN, CTGF, SERPINA1, SPON1, MATN2, CRISP3, SPARCL1, CILP, MGP, NDNF, SLIT2, SLIT3, PRELP, ADAMTS9, BGN, ADAMTS1, VCAN, ADAMTS5, FMOD, PODN, LUM, CD248, TIMP2, TIMP3, SMOC2, HPSE2, CRISPLD2, COL6A3, COL6A2, TFF3, DPT, FLRT2, FBN1, SPARC, ECM1, COL5A2, VWF, FBLN1, OMD, COL14A1, SFRP1, FBLN2, FBLN5, PI3, TGFBR3	694	268	18224	4.997118155619597	1.877504211021743E-18	4.693760527554357E-19	5.907880476309677E-18
GOTERM_CC_DIRECT	GO:0005576~extracellular region	128	17.85216178521618	8.526836432431937E-16	RARRES2, A2M, LTBP1, S100A8, MASP1, LTBP3, F13A1, LTBP4, S100A9, TGFB3, FGF10, MMRN1, MMP2, CXCL12, OGN, APOD, CTGF, CFH, CPA3, PDGFC, PDGFD, CFD, CRISP3, CLCA2, F10, KRTDAP, C10ORF99, SERPING1, MFGE8, TCN1, PRELP, CCDC3, TMPRSS11D, TMPRSS11E, TMPRSS11A, COL1A1, MFAP4, WFDC2, ADAMTS5, IL36A, EMCN, IL1R1, BPIFB1, CLU, PAMR1, IFI30, IL33, TIMP2, TIMP3, LAMB2, BCHE, TEK, TFF3, IGKC, PLTP, ADAM28, ECM1, GAS6, KDR, LAMA2, LCN2, OMD, LAMA4, COL14A1, CXCL14, SFRP1, SFRP4, HIST1H3B, TGFBR3, ANTXR2, HIST1H3G, HIST1H3H, FGF7, IGFBP7, CXORF36, HIST2H4A, SPINK5, HIST2H4B, SPINK7, GSN, LTF, SERPINA1, NDNF, SLIT2, SLIT3, CD163, CTSK, BGN, CHRDL1, PTGDS, VCAN, CNTN4, C7, FMOD, C3, TNC, LUM, COL3A1, JCHAIN, C1R, C1S, DCN, C1QTNF7, ISLR, CRISPLD2, COL6A3, COL6A2, COL6A1, SPATA6, FIBIN, HBB, THBS2, FBN1, IGF1, NID1, SPARC, FRZB, COL5A2, A2ML1, VWF, FBLN1, TFRC, PRLR, FBLN2, FBLN5, CP, IGFBP4, IGFBP5	694	1610	18224	2.0877011473678557	4.005684672847565E-13	8.01581023779363E-14	1.2656542480726785E-12
GOTERM_CC_DIRECT	GO:0000777~condensed chromosome kinetochore	22	3.0683403068340307	8.058354709154918E-12	CENPO, CENPN, NEK2, NUF2, KNTC1, NDC80, CENPE, KNSTRN, CENPK, SPC25, KIF2C, MAD2L1, SPAG5, SGO1, KNL1, HJURP, ZWINT, BUB1, BUB1B, CENPU, ZWILCH, ERCC6L	694	87	18224	6.640299446818378	3.634307632616185E-9	6.057179202656471E-10	1.1435952185223641E-8
GOTERM_CC_DIRECT	GO:0000776~kinetochore	20	2.789400278940028	1.3650300009213517E-10	NEK2, KIF18A, TTK, CENPF, NDC80, CENPE, AURKB, KNSTRN, CENPI, KIF2C, MAD2L1, SGO1, PLK1, SPAG5, ZWINT, BUB1, MTBP, SKA3, BUB1B, ZWILCH	694	81	18224	6.483794072650941	6.156286513903098E-8	8.794695305347489E-9	1.9371784176769324E-7
GOTERM_CC_DIRECT	GO:0001533~cornified envelope	13	1.813110181311018	9.861751896491546E-8	CRCT1, SPRR1A, SPRR1B, SPRR2A, SPRR2B, CNFN, LCE3D, SPRR3, SPRR2G, SPRR2F, SPRR2E, CSTA, SCEL	694	46	18224	7.4211251722841745	4.447551416497664E-5	5.559547449407454E-6	1.3995264547261854E-4
GOTERM_CC_DIRECT	GO:0051233~spindle midzone	9	1.2552301255230125	2.1882637450112064E-7	KIF14, CDC6, PLK1, KIF20B, BUB1B, AURKA, GEM, AURKB, RACGAP1	694	19	18224	12.43864704990141	9.8685835914325E-5	1.0965573842280918E-5	3.1054630106330805E-4
GOTERM_CC_DIRECT	GO:0042555~MCM complex	7	0.9762900976290098	2.25407540653738E-7	MCM7, MMS22L, MCM2, MCM3, MCM4, MCM5, MCM6	694	9	18224	20.423951328850464	1.0165364520076103E-4	1.016582955581935E-5	3.198859146125166E-4
